Key,scientificName,commonName
sybhor1,Tockus leucomelas,Southern Yellow-billed Hornbill
monhor1,Tockus monteiri,Monteiro's Hornbill
trbhor1,Tockus ruahae,Tanzanian Red-billed Hornbill
srbhor1,Tockus rufirostris,Southern Red-billed Hornbill
colkin2,Todiramphus albicilla,Mariana Kingfisher
nebkin1,Todiramphus albonotatus,New Britain Kingfisher
cibkin1,Todiramphus australasia,Cinnamon-banded Kingfisher
colkin1,Todiramphus chloris,Collared Kingfisher
mickin1,Todiramphus cinnamominus,Guam Kingfisher
colkin17,Todiramphus colonus,Colonist Kingfisher
bawkin1,Todiramphus diops,Blue-and-white Kingfisher
talkin1,Todiramphus enigma,Talaud Kingfisher
chbkin1,Todiramphus farquhari,Vanuatu Kingfisher
somkin1,Todiramphus funebris,Sombre Kingfisher
mankin3,Todiramphus gambieri,Mangareva Kingfisher
niakin1,Todiramphus gertrudae,Niau Kingfisher
markin2,Todiramphus godeffroyi,Marquesas Kingfisher
lazkin1,Todiramphus lazuli,Lazuli Kingfisher
ultkin1,Todiramphus leucopygius,Ultramarine Kingfisher
forkin1,Todiramphus macleayii,Forest Kingfisher
blbkin3,Todiramphus nigrocyaneus,Blue-black Kingfisher
mickin4,Todiramphus pelewensis,Palau Kingfisher
rebkin2,Todiramphus pyrrhopygius,Red-backed Kingfisher
flbkin1,Todiramphus recurvirostris,Flat-billed Kingfisher
mickin5,Todiramphus reichenbachii,Pohnpei Kingfisher
mankin1,Todiramphus ruficollaris,Mewing Kingfisher
packin1,Todiramphus sacer,Pacific Kingfisher
sackin1,Todiramphus sanctus,Sacred Kingfisher
beakin2,Todiramphus saurophagus,Beach Kingfisher
colkin9,Todiramphus sordidus,Torresian Kingfisher
melkin1,Todiramphus tristrami,Melanesian Kingfisher
chakin2,Todiramphus tutus,Chattering Kingfisher
tahkin1,Todiramphus veneratus,Society Kingfisher
rulkin1,Todiramphus winchelli,Rufous-lored Kingfisher
ybtfly1,Todirostrum chrysocrotaphum,Yellow-browed Tody-Flycatcher
cotfly1,Todirostrum cinereum,Common Tody-Flycatcher
sptfly1,Todirostrum maculatum,Spotted Tody-Flycatcher
bhtfly1,Todirostrum nigriceps,Black-headed Tody-Flycatcher
patfly1,Todirostrum pictum,Painted Tody-Flycatcher
gyhtof1,Todirostrum poliocephalum,Gray-headed Tody-Flycatcher
matfly1,Todirostrum viridanum,Maracaibo Tody-Flycatcher
nabtod1,Todus angustirostris,Narrow-billed Tody
purtod1,Todus mexicanus,Puerto Rican Tody
cubtod1,Todus multicolor,Cuban Tody
brbtod1,Todus subulatus,Broad-billed Tody
jamtod1,Todus todus,Jamaican Tody
yemfly1,Tolmomyias assimilis,Yellow-margined Flycatcher
yebfly1,Tolmomyias flaviventris,Yellow-breasted Flycatcher
gycfly1,Tolmomyias poliocephalus,Gray-crowned Flycatcher
yeofly1,Tolmomyias sulphurescens,Yellow-olive Flycatcher
orefly1,Tolmomyias traylori,Orange-eyed Flycatcher
critop1,Topaza pella,Crimson Topaz
fietop1,Topaza pyra,Fiery Topaz
lafvul1,Torgos tracheliotos,Lappet-faced Vulture
zapspa1,Torreornis inexpectata,Zapata Sparrow
litpar2,Touit batavicus,Lilac-tailed Parrotlet
refpar1,Touit costaricensis,Red-fronted Parrotlet
bufpar1,Touit dilectissimus,Blue-fronted Parrotlet
scspar1,Touit huetii,Scarlet-shouldered Parrotlet
brbpar1,Touit melanonotus,Brown-backed Parrotlet
sarpar2,Touit purpuratus,Sapphire-rumped Parrotlet
spwpar2,Touit stictopterus,Spot-winged Parrotlet
gotpar2,Touit surdus,Golden-tailed Parrotlet
yeblon1,Toxorhamphus novaeguineae,Yellow-bellied Longbill
slclon1,Toxorhamphus poliopterus,Slaty-chinned Longbill
benthr,Toxostoma bendirei,Bendire's Thrasher
grathr1,Toxostoma cinereum,Gray Thrasher
crithr,Toxostoma crissale,Crissal Thrasher
cubthr,Toxostoma curvirostre,Curve-billed Thrasher
cozthr1,Toxostoma guttatum,Cozumel Thrasher
lecthr,Toxostoma lecontei,LeConte's Thrasher
lobthr,Toxostoma longirostre,Long-billed Thrasher
ocethr1,Toxostoma ocellatum,Ocellated Thrasher
calthr,Toxostoma redivivum,California Thrasher
brnthr,Toxostoma rufum,Brown Thrasher
darbar1,Trachyphonus darnaudii,D'Arnaud's Barbet
raybar1,Trachyphonus erythrocephalus,Red-and-yellow Barbet
yebbar2,Trachyphonus margaritatus,Yellow-breasted Barbet
yebbar1,Trachyphonus purpuratus,Yellow-billed Barbet
crebar1,Trachyphonus vaillantii,Crested Barbet
blytra1,Tragopan blythii,Blyth's Tragopan
cabtra1,Tragopan caboti,Cabot's Tragopan
westra1,Tragopan melanocephalus,Western Tragopan
sattra1,Tragopan satyra,Satyr Tragopan
temtra1,Tragopan temminckii,Temminck's Tragopan
stiwre1,Traversia lyalli,Stephens Island Wren
payrob1,Tregellasia capito,Pale-yellow Robin
whfrob1,Tregellasia leucops,White-faced Robin
pomgrp2,Treron affinis,Gray-fronted Green-Pigeon
pitpig1,Treron apicauda,Pin-tailed Green-Pigeon
pomgrp3,Treron aromaticus,Buru Green-Pigeon
madgrp1,Treron australis,Madagascar Green-Pigeon
pomgrp1,Treron axillaris,Philippine Green-Pigeon
orbpig1,Treron bicinctus,Orange-breasted Green-Pigeon
afrgrp1,Treron calvus,African Green-Pigeon
lagpig1,Treron capellei,Large Green-Pigeon
pomgrp4,Treron chloropterus,Andaman Green-Pigeon
thbpig1,Treron curvirostra,Thick-billed Green-Pigeon
flgpig1,Treron floris,Flores Green-Pigeon
whgpig1,Treron formosae,Whistling Green-Pigeon
cihpig1,Treron fulvicollis,Cinnamon-headed Green-Pigeon
gycpig1,Treron griseicauda,Gray-cheeked Green-Pigeon
madgrp2,Treron griveaudi,Comoros Green-Pigeon
ligpig1,Treron olax,Little Green-Pigeon
gnspig1,Treron oxyurus,Green-spectacled Green-Pigeon
pegpig1,Treron pembaensis,Pemba Green-Pigeon
pomgrp5,Treron phayrei,Ashy-headed Green-Pigeon
yefpig1,Treron phoenicopterus,Yellow-footed Green-Pigeon
pogpig1,Treron pompadora,Sri Lanka Green-Pigeon
timgrp1,Treron psittaceus,Timor Green-Pigeon
stgpig1,Treron sanctithomae,Sao Tome Green-Pigeon
yevpig1,Treron seimundi,Yellow-vented Green-Pigeon
whbpig1,Treron sieboldii,White-bellied Green-Pigeon
wetpig1,Treron sphenurus,Wedge-tailed Green-Pigeon
sugpig2,Treron teysmannii,Sumba Green-Pigeon
pinpig3,Treron vernans,Pink-necked Green-Pigeon
brgpig1,Treron waalia,Bruce's Green-Pigeon
hodwat1,Tribonyx hodgenorum,Hodgen's Waterhen
tanhen1,Tribonyx mortierii,Tasmanian Nativehen
btnhen1,Tribonyx ventralis,Black-tailed Nativehen
whshon1,Trichodere cockerelli,White-streaked Honeyeater
railor2,Trichoglossus capistratus,Marigold Lorikeet
scblor1,Trichoglossus chlorolepidotus,Scaly-breasted Lorikeet
olhlor1,Trichoglossus euteles,Olive-headed Lorikeet
yaglor1,Trichoglossus flavoviridis,Yellow-and-green Lorikeet
railor3,Trichoglossus forsteni,Sunset Lorikeet
railor4,Trichoglossus haematodus,Coconut Lorikeet
railor5,Trichoglossus moluccanus,Rainbow Lorikeet
pohlor1,Trichoglossus rubiginosus,Pohnpei Lorikeet
railor7,Trichoglossus rubritorquis,Red-collared Lorikeet
railor8,Trichoglossus weberi,Leaf Lorikeet
refbar2,Tricholaema diademata,Red-fronted Barbet
miobar1,Tricholaema frontata,Miombo Barbet
habbar1,Tricholaema hirsuta,Hairy-breasted Barbet
spfbar1,Tricholaema lacrymosa,Spot-flanked Barbet
piebar1,Tricholaema leucomelas,Pied Barbet
bltbar1,Tricholaema melanocephala,Black-throated Barbet
habbul1,Tricholestes criniger,Hairy-backed Bulbul
blgtan1,Trichothraupis melanops,Black-goggled Tanager
blbpar4,Triclaria malachitacea,Blue-bellied Parrot
whhvul1,Trigonoceps occipitalis,White-headed Vulture
gyttat1,Tringa brevipes,Gray-tailed Tattler
spored,Tringa erythropus,Spotted Redshank
lesyel,Tringa flavipes,Lesser Yellowlegs
woosan,Tringa glareola,Wood Sandpiper
norgre1,Tringa guttifer,Nordmann's Greenshank
wantat1,Tringa incana,Wandering Tattler
greyel,Tringa melanoleuca,Greater Yellowlegs
comgre,Tringa nebularia,Common Greenshank
grnsan,Tringa ochropus,Green Sandpiper
willet1,Tringa semipalmata,Willet
solsan,Tringa solitaria,Solitary Sandpiper
marsan,Tringa stagnatilis,Marsh Sandpiper
comred1,Tringa totanus,Common Redshank
blflau1,Trochalopteron affine,Black-faced Laughingthrush
brclau1,Trochalopteron austeni,Brown-capped Laughingthrush
asslau1,Trochalopteron chrysopterum,Assam Laughingthrush
elllau1,Trochalopteron elliotii,Elliot's Laughingthrush
chclau2,Trochalopteron erythrocephalum,Chestnut-crowned Laughingthrush
rewlau1,Trochalopteron formosum,Red-winged Laughingthrush
prhlau1,Trochalopteron henrici,Prince Henry's Laughingthrush
bhulau1,Trochalopteron imbricatum,Bhutan Laughingthrush
strlau1,Trochalopteron lineatum,Streaked Laughingthrush
sielau1,Trochalopteron melanostigma,Silver-eared Laughingthrush
retlau1,Trochalopteron milnei,Red-tailed Laughingthrush
whwlau1,Trochalopteron morrisonianum,White-whiskered Laughingthrush
gowlau1,Trochalopteron ngoclinhense,Golden-winged Laughingthrush
mallau1,Trochalopteron peninsulae,Malayan Laughingthrush
blwlau1,Trochalopteron squamatum,Blue-winged Laughingthrush
scalau1,Trochalopteron subunicolor,Scaly Laughingthrush
varlau1,Trochalopteron variegatum,Variegated Laughingthrush
strlau3,Trochalopteron virgatum,Striped Laughingthrush
collau1,Trochalopteron yersini,Collared Laughingthrush
stream1,Trochilus polytmus,Streamertail
afcfly1,Trochocercus cyanomelas,African Crested-Flycatcher
bhcfly1,Trochocercus nitens,Blue-headed Crested-Flycatcher
houwre,Troglodytes aedon,House Wren
houwre5,Troglodytes cobbi,Cobb's Wren
winwre3,Troglodytes hiemalis,Winter Wren
samwre1,Troglodytes monticola,Santa Marta Wren
ochwre1,Troglodytes ochraceus,Ochraceous Wren
pacwre1,Troglodytes pacificus,Pacific Wren
rubwre2,Troglodytes rufociliatus,Rufous-browed Wren
tepwre1,Troglodytes rufulus,Tepui Wren
socwre2,Troglodytes sissonii,Socorro Wren
mouwre1,Troglodytes solstitialis,Mountain Wren
clawre1,Troglodytes tanneri,Clarion Wren
winwre4,Troglodytes troglodytes,Eurasian Wren
baitro1,Trogon bairdii,Baird's Trogon
gartro1,Trogon caligatus,Gartered Trogon
whttro1,Trogon chionurus,White-tailed Trogon
cittro1,Trogon citreolus,Citreoline Trogon
lattro1,Trogon clathratus,Lattice-tailed Trogon
coltro1,Trogon collaris,Collared Trogon
buttro1,Trogon comptus,Blue-tailed Trogon
blctro1,Trogon curucui,Blue-crowned Trogon
eletro,Trogon elegans,Elegant Trogon
slttro1,Trogon massena,Slaty-tailed Trogon
blhtro1,Trogon melanocephalus,Black-headed Trogon
blttro1,Trogon melanurus,Black-tailed Trogon
bkttro2,Trogon mesurus,Ecuadorian Trogon
moutro1,Trogon mexicanus,Mountain Trogon
mastro1,Trogon personatus,Masked Trogon
viotro3,Trogon ramonianus,Amazonian Trogon
blttro2,Trogon rufus,Black-throated Trogon
surtro1,Trogon surrucura,Surucua Trogon
viotro2,Trogon violaceus,Guianan Trogon
gnbtro1,Trogon viridis,Green-backed Trogon
chnpar1,Tropicoperdix charltonii,Chestnut-necklaced Partridge
scbpar1,Tropicoperdix chloropus,Scaly-breasted Partridge
tbgpig2,Trugon terrestris,Thick-billed Ground-Pigeon
tumtyr2,Tumbezia salvini,Tumbes Tyrant
tacgre1,Tunchiornis ochraceiceps,Tawny-crowned Greenlet
wfcdov1,Turacoena manadensis,White-faced Cuckoo-Dove
slacud1,Turacoena modesta,Slaty Cuckoo-Dove
sulcud2,Turacoena sulaensis,Sula Cuckoo-Dove
btwbab1,Turdinus atrigularis,Black-throated Wren-Babbler
liwbab1,Turdinus crispifrons,Limestone Wren-Babbler
lawbab1,Turdinus macrodactylus,Large Wren-Babbler
mawbab1,Turdinus marmoratus,Marbled Wren-Babbler
capbab1,Turdoides atripennis,Capuchin Babbler
sopbab1,Turdoides bicolor,Southern Pied-Babbler
chmbab1,Turdoides chapini,Chapin's Mountain-Babbler
wtmbab1,Turdoides gilberti,White-throated Mountain-Babbler
bacbab1,Turdoides gymnogenys,Bare-cheeked Babbler
harbab1,Turdoides hartlaubii,Hartlaub's Babbler
hipbab1,Turdoides hindei,Hinde's Pied-Babbler
norpib1,Turdoides hypoleuca,Northern Pied-Babbler
armbab1,Turdoides jardineii,Arrow-marked Babbler
crebab1,Turdoides leucocephala,Cretzschmar's Babbler
whrbab2,Turdoides leucopygia,White-rumped Babbler
bkfbab1,Turdoides melanops,Black-faced Babbler
spibab1,Turdoides nipalensis,Spiny Babbler
brobab1,Turdoides plebejus,Brown Babbler
blabab2,Turdoides reinwardtii,Blackcap Babbler
rcmbab1,Turdoides rufocinctus,Red-collared Mountain-Babbler
bklbab1,Turdoides sharpei,Black-lored Babbler
scabab2,Turdoides squamulata,Scaly Babbler
dusbab2,Turdoides tenebrosa,Dusky Babbler
abythr1,Turdus abyssinicus,Abyssinian Thrush
whnrob1,Turdus albicollis,White-necked Thrush
whcbla1,Turdus albocinctus,White-collared Blackbird
crbthr1,Turdus amaurochalinus,Creamy-bellied Thrush
bkbthr3,Turdus arthuri,Campina Thrush
whtrob1,Turdus assimilis,White-throated Thrush
datthr1,Turdus atrogularis,Black-throated Thrush
whcthr1,Turdus aurantius,White-chinned Thrush
comthr1,Turdus bewsheri,Comoro Thrush
gywbla1,Turdus boulboul,Gray-winged Blackbird
japthr1,Turdus cardis,Japanese Thrush
izuthr1,Turdus celaenops,Izu Thrush
chithr1,Turdus chiguanco,Chiguanco Thrush
brhthr1,Turdus chrysolaus,Brown-headed Thrush
blbthr2,Turdus dissimilis,Black-breasted Thrush
trithr1,Turdus eremita,Tristan Thrush
dusthr2,Turdus eunomus,Dusky Thrush
austhr1,Turdus falcklandii,Austral Thrush
gysthr1,Turdus feae,Gray-sided Thrush
yelthr1,Turdus flavipes,Yellow-legged Thrush
chbthr2,Turdus fulviventris,Chestnut-bellied Thrush
cocthr1,Turdus fumigatus,Cocoa Thrush
grethr1,Turdus fuscater,Great Thrush
clcrob,Turdus grayi,Clay-colored Thrush
unithr1,Turdus haplochrous,Unicolored Thrush
hauthr1,Turdus hauxwelli,Hauxwell's Thrush
taithr1,Turdus helleri,Taita Thrush
gybthr1,Turdus hortulorum,Gray-backed Thrush
blbthr1,Turdus ignobilis,Black-billed Thrush
redwin,Turdus iliacus,Redwing
blarob1,Turdus infuscatus,Black Thrush
whethr1,Turdus jamaicensis,White-eyed Thrush
whbthr2,Turdus kessleri,White-backed Thrush
lawthr1,Turdus lawrencii,Lawrence's Thrush
pabthr1,Turdus leucomelas,Pale-breasted Thrush
paethr1,Turdus leucops,Pale-eyed Thrush
forthr1,Turdus lherminieri,Forest Thrush
kurthr1,Turdus libonyana,Kurrichane Thrush
somthr1,Turdus ludoviciae,Somali Thrush
ecuthr1,Turdus maculirostris,Ecuadorian Thrush
chibla1,Turdus mandarinus,Chinese Blackbird
marthr2,Turdus maranonicus,Marañon Thrush
tibbla1,Turdus maximus,Tibetan Blackbird
yemthr1,Turdus menachensis,Yemen Thrush
eurbla,Turdus merula,Eurasian Blackbird
amerob,Turdus migratorius,American Robin
bkbthr4,Turdus murinus,Pantepui Thrush
dusthr1,Turdus naumanni,Naumann's Thrush
soorob1,Turdus nigrescens,Sooty Thrush
slathr2,Turdus nigriceps,Andean Slaty Thrush
islthr24,Turdus niveiceps,Taiwan Thrush
baerob1,Turdus nudigenis,Spectacled Thrush
eyethr,Turdus obscurus,Eyebrowed Thrush
pavthr1,Turdus obsoletus,Pale-vented Thrush
satthr1,Turdus olivaceofuscus,Sao Tome Thrush
olithr2,Turdus olivaceus,Olive Thrush
blhthr1,Turdus olivater,Black-hooded Thrush
palthr1,Turdus pallidus,Pale Thrush
afrthr1,Turdus pelios,African Thrush
sonthr1,Turdus philomelos,Song Thrush
fieldf,Turdus pilaris,Fieldfare
mourob1,Turdus plebejus,Mountain Thrush
relthr1,Turdus plumbeus,Red-legged Thrush
islthr1,Turdus poliocephalus,Island Thrush
grcthr1,Turdus ravidus,Grand Cayman Thrush
plbthr2,Turdus reevei,Plumbeous-backed Thrush
usathr1,Turdus roehli,Usambara Thrush
chethr1,Turdus rubrocanus,Chestnut Thrush
retthr1,Turdus ruficollis,Red-throated Thrush
rucrob1,Turdus rufitorques,Rufous-collared Robin
rubthr1,Turdus rufiventris,Rufous-bellied Thrush
rubrob,Turdus rufopalliatus,Rufous-backed Robin
hauthr3,Turdus sanchezorum,Varzea Thrush
glbthr1,Turdus serranus,Glossy-black Thrush
eurbla2,Turdus simillimus,Indian Blackbird
karthr1,Turdus smithi,Karoo Thrush
slathr3,Turdus subalaris,Blacksmith Thrush
lasthr1,Turdus swalesi,La Selle Thrush
abethr1,Turdus tephronotus,African Bare-eyed Thrush
rinouz1,Turdus torquatus,Ring Ouzel
ticthr1,Turdus unicolor,Tickell's Thrush
misthr1,Turdus viscivorus,Mistle Thrush
prithr1,Turdus xanthorhynchus,Principe Thrush
soipio1,Turnagra capensis,South Island Piopio
noipio1,Turnagra tanagra,North Island Piopio
chbbut2,Turnix castanotus,Chestnut-backed Buttonquail
sumbut1,Turnix everetti,Sumba Buttonquail
hotbut1,Turnix hottentottus,Fynbos Buttonquail
rebbut2,Turnix maculosus,Red-backed Buttonquail
blbbut2,Turnix melanogaster,Black-breasted Buttonquail
hotbut3,Turnix nanus,Black-rumped Buttonquail
madbut1,Turnix nigricollis,Madagascar Buttonquail
spobut2,Turnix ocellatus,Spotted Buttonquail
bubbut1,Turnix olivii,Buff-breasted Buttonquail
recbut1,Turnix pyrrhothorax,Red-chested Buttonquail
barbut1,Turnix suscitator,Barred Buttonquail
smabut2,Turnix sylvaticus,Small Buttonquail
yelbut1,Turnix tanki,Yellow-legged Buttonquail
paibut,Turnix varius,Painted Buttonquail
litbut1,Turnix velox,Little Buttonquail
luzbut1,Turnix worcesteri,Luzon Buttonquail
bbwdov1,Turtur abyssinicus,Black-billed Wood-Dove
bswdov1,Turtur afer,Blue-spotted Wood-Dove
bhwdov1,Turtur brehmeri,Blue-headed Wood-Dove
eswdov1,Turtur chalcospilos,Emerald-spotted Wood-Dove
tamdov1,Turtur tympanistria,Tambourine Dove
tylvan1,Tylas eduardi,Tylas Vanga
grpchi,Tympanuchus cupido,Greater Prairie-Chicken
lepchi,Tympanuchus pallidicinctus,Lesser Prairie-Chicken
shtgro,Tympanuchus phasianellus,Sharp-tailed Grouse
dwtman1,Tyranneutes stolzmanni,Dwarf Tyrant-Manakin
titman1,Tyranneutes virescens,Tiny Tyrant-Manakin
sulfly1,Tyrannopsis sulphurea,Sulphury Flycatcher
yectyr1,Tyrannulus elatus,Yellow-crowned Tyrannulet
whtkin1,Tyrannus albogularis,White-throated Kingbird
logkin,Tyrannus caudifasciatus,Loggerhead Kingbird
coukin,Tyrannus couchii,Couch's Kingbird
thbkin,Tyrannus crassirostris,Thick-billed Kingbird
giakin1,Tyrannus cubensis,Giant Kingbird
grykin,Tyrannus dominicensis,Gray Kingbird
sctfly,Tyrannus forficatus,Scissor-tailed Flycatcher
trokin,Tyrannus melancholicus,Tropical Kingbird
sntkin1,Tyrannus niveigularis,Snowy-throated Kingbird
fotfly,Tyrannus savana,Fork-tailed Flycatcher
easkin,Tyrannus tyrannus,Eastern Kingbird
weskin,Tyrannus verticalis,Western Kingbird
caskin,Tyrannus vociferans,Cassin's Kingbird
brnowl,Tyto alba,Barn Owl
sermao1,Tyto almae,Seram Masked-Owl
nebmao1,Tyto aurantia,Golden Masked-Owl
afgowl1,Tyto capensis,African Grass-Owl
barowl5,Tyto deroepstorffi,Andaman Masked-Owl
asfowl1,Tyto glaucops,Ashy-faced Owl
minowl1,Tyto inexspectata,Minahassa Masked-Owl
ausgro1,Tyto longimembris,Australasian Grass-Owl
manowl2,Tyto manusi,Manus Masked-Owl
talowl1,Tyto nigrobrunnea,Taliabu Masked-Owl
aumowl1,Tyto novaehollandiae,Australian Masked-Owl
sulowl1,Tyto rosenbergii,Sulawesi Masked-Owl
lemowl1,Tyto sororcula,Lesser Masked-Owl
marowl1,Tyto soumagnei,Red Owl
sooowl1,Tyto tenebricosa,Sooty Owl
whtear1,Upucerthia albigula,White-throated Earthcreeper
sctear1,Upucerthia dumetaria,Scale-throated Earthcreeper
pafear1,Upucerthia saturatior,Patagonian Forest Earthcreeper
bubear2,Upucerthia validirostris,Buff-breasted Earthcreeper
sthhoo1,Upupa antaios,St. Helena Hoopoe
hoopoe,Upupa epops,Eurasian Hoopoe
madhoo1,Upupa marginata,Madagascar Hoopoe
bubcor1,Uraeginthus angolensis,Southern Cordonbleu
reccor,Uraeginthus bengalus,Red-cheeked Cordonbleu
blccor1,Uraeginthus cyanocephalus,Blue-capped Cordonbleu
andeme1,Uranomitra franciae,Andean Emerald
ltgrol1,Uratelornis chimaera,Long-tailed Ground-Roller
commur,Uria aalge,Common Murre
thbmur,Uria lomvia,Thick-billed Murre
pelcor,Urile pelagicus,Pelagic Cormorant
bracor,Urile penicillatus,Brandt's Cormorant
palcor1,Urile perspicillatus,Pallas's Cormorant
refcor,Urile urile,Red-faced Cormorant
whthil2,Urochroa bougueri,Rufous-gaped Hillstar
whthil3,Urochroa leucura,Green-backed Hillstar
formag1,Urocissa caerulea,Taiwan Blue-Magpie
rbbmag,Urocissa erythroryncha,Red-billed Blue-Magpie
gobmag1,Urocissa flavirostris,Yellow-billed Blue-Magpie
ceymag1,Urocissa ornata,Sri Lanka Blue-Magpie
whwmag1,Urocissa whiteheadi,White-winged Magpie
refmou1,Urocolius indicus,Red-faced Mousebird
blnmou1,Urocolius macrourus,Blue-naped Mousebird
przros1,Urocynchramus pylzowi,Przevalski's Pinktail
lotkoe1,Urodynamis taitensis,Long-tailed Koel
paphao1,Uroglaux dimorpha,Papuan Owl
grnlon1,Urolais epichlorus,Green Longtail
agitit1,Uromyias agilis,Agile Tit-Tyrant
unstit1,Uromyias agraphia,Unstreaked Tit-Tyrant
ltgdov1,Uropelia campestris,Long-tailed Ground Dove
lytnig1,Uropsalis lyra,Lyre-tailed Nightjar
swtnig1,Uropsalis segmentata,Swallow-tailed Nightjar
whbwre1,Uropsila leucogastra,White-bellied Wren
neuwar1,Urosphena neumanni,Neumann's Warbler
pfbwar1,Urosphena pallidipes,Pale-footed Bush Warbler
asistu1,Urosphena squameiceps,Asian Stubtail
timstu1,Urosphena subulata,Timor Stubtail
borstu1,Urosphena whiteheadi,Bornean Stubtail
pubwhi1,Urosticte benjamini,Purple-bibbed Whitetip
ruvwhi1,Urosticte ruficrissa,Rufous-vented Whitetip
bbbtan1,Urothraupis stolzmanni,Black-backed Bush Tanager
lothaw1,Urotriorchis macrourus,Long-tailed Hawk
whhlap1,Vanellus albiceps,White-headed Lapwing
blaplo1,Vanellus armatus,Blacksmith Lapwing
pielap1,Vanellus cayanus,Pied Lapwing
soulap1,Vanellus chilensis,Southern Lapwing
gyhlap1,Vanellus cinereus,Gray-headed Lapwing
crolap1,Vanellus coronatus,Crowned Lapwing
lotlap1,Vanellus crassirostris,Long-toed Lapwing
rivlap1,Vanellus duvaucelii,River Lapwing
soclap1,Vanellus gregarius,Sociable Lapwing
rewlap1,Vanellus indicus,Red-wattled Lapwing
whtlap1,Vanellus leucurus,White-tailed Lapwing
