scientificName,eBird_Species_Code,eBird_common_name
Turdus litsitsirupa,grothr1,Groundscraper Thrush
Turdus viscivorus,misthr1,Mistle Thrush
Turdus philomelos,sonthr1,Song Thrush
Turdus abyssinicus,abythr1,Abyssinian Thrush
Turdus helleri,taithr1,Taita Thrush
Turdus roehli,usathr1,Usambara Thrush
Turdus iliacus,redwin,Redwing
Turdus plebejus,mourob1,Mountain Thrush
Turdus merula,eurbla,Eurasian Blackbird
Turdus leucomelas,pabthr1,Pale-breasted Thrush
Turdus fumigatus,cocthr1,Cocoa Thrush
Turdus hauxwelli,hauthr1,Hauxwell's Thrush
Turdus flavipes,yelthr1,Yellow-legged Thrush
Turdus obsoletus,pavthr1,Pale-vented Thrush
Turdus assimilis,whtrob1,White-throated Thrush
Turdus albicollis,whnrob1,White-necked Thrush
Turdus rufiventris,rubthr1,Rufous-bellied Thrush
Turdus grayi,clcrob,Clay-colored Thrush
Turdus nudigenis,baerob1,Spectacled Thrush
Turdus maculirostris,ecuthr1,Ecuadorian Thrush
Turdus sanchezorum,hauthr3,Varzea Thrush
Turdus haplochrous,unithr1,Unicolored Thrush
Turdus ludoviciae,somthr1,Somali Thrush
Turdus mandarinus,chibla1,Chinese Blackbird
Turdus tephronotus,abethr1,African Bare-eyed Thrush
Turdus libonyana,kurthr1,Kurrichane Thrush
Turdus bewsheri,comthr1,Comoro Thrush
Turdus menachensis,yemthr1,Yemen Thrush
Turdus olivaceus,olithr2,Olive Thrush
Turdus smithi,karthr1,Karoo Thrush
Turdus lherminieri,forthr1,Forest Thrush
Turdus leucops,paethr1,Pale-eyed Thrush
Turdus jamaicensis,whethr1,White-eyed Thrush
Turdus swalesi,lasthr1,La Selle Thrush
Turdus infuscatus,blarob1,Black Thrush
Turdus nigrescens,soorob1,Sooty Thrush
Turdus migratorius,amerob,American Robin
Turdus rufopalliatus,rubrob,Rufous-backed Robin
Turdus rufitorques,rucrob1,Rufous-collared Robin
Turdus falcklandii,austhr1,Austral Thrush
Turdus reevei,plbthr2,Plumbeous-backed Thrush
Turdus subalaris,slathr3,Blacksmith Thrush
Turdus lawrencii,lawthr1,Lawrence's Thrush
Turdus murinus,bkbthr4,Pantepui Thrush
Turdus eremita,trithr1,Tristan Thrush
Turdus amaurochalinus,crbthr1,Creamy-bellied Thrush
Turdus ignobilis,blbthr1,Black-billed Thrush
Turdus arthuri,bkbthr3,Campina Thrush
Turdus maranonicus,marthr2,Marañon Thrush
Turdus fulviventris,chbthr2,Chestnut-bellied Thrush
Turdus olivater,blhthr1,Black-hooded Thrush
Turdus fuscater,grethr1,Great Thrush
Turdus chiguanco,chithr1,Chiguanco Thrush
Turdus nigriceps,slathr2,Andean Slaty Thrush
Turdus serranus,glbthr1,Glossy-black Thrush
Turdus xanthorhynchus,prithr1,Principe Thrush
Turdus olivaceofuscus,satthr1,Sao Tome Thrush
Turdus aurantius,whcthr1,White-chinned Thrush
Turdus ravidus,grcthr1,Grand Cayman Thrush
Turdus plumbeus,relthr1,Red-legged Thrush
Turdus pelios,afrthr1,African Thrush
Turdus niveiceps,islthr24,Taiwan Thrush
Turdus boulboul,gywbla1,Gray-winged Blackbird
Turdus simillimus,eurbla2,Indian Blackbird
Turdus cardis,japthr1,Japanese Thrush
Turdus hortulorum,gybthr1,Gray-backed Thrush
Turdus unicolor,ticthr1,Tickell's Thrush
Turdus dissimilis,blbthr2,Black-breasted Thrush
Turdus feae,gysthr1,Gray-sided Thrush
Turdus obscurus,eyethr,Eyebrowed Thrush
Turdus chrysolaus,brhthr1,Brown-headed Thrush
Turdus celaenops,izuthr1,Izu Thrush
Turdus pallidus,palthr1,Pale Thrush
Turdus poliocephalus,islthr1,Island Thrush
Turdus kessleri,whbthr2,White-backed Thrush
Turdus maximus,tibbla1,Tibetan Blackbird
Turdus pilaris,fieldf,Fieldfare
Turdus albocinctus,whcbla1,White-collared Blackbird
Turdus rubrocanus,chethr1,Chestnut Thrush
Turdus torquatus,rinouz1,Ring Ouzel
Turdus atrogularis,datthr1,Black-throated Thrush
Turdus ruficollis,retthr1,Red-throated Thrush
Turdus eunomus,dusthr2,Dusky Thrush
Turdus naumanni,dusthr1,Naumann's Thrush
Muscicapa griseisticta,gysfly1,Gray-streaked Flycatcher
Muscicapa sibirica,dasfly,Dark-sided Flycatcher
Muscicapa ferruginea,ferfly1,Ferruginous Flycatcher
Muscicapa dauurica,asbfly,Asian Brown Flycatcher
Muscicapa randi,asbfly1,Ashy-breasted Flycatcher
Muscicapa segregata,subfly2,Sumba Brown Flycatcher
Muscicapa muttui,brbfly2,Brown-breasted Flycatcher
Muscicapa sodhii,subfly3,Sulawesi Brown Flycatcher
Muscicapa williamsoni,bnsfly1,Brown-streaked Flycatcher
Muscicapa adusta,afdfly1,African Dusky Flycatcher
Muscicapa epulata,ligfly2,Little Flycatcher
Muscicapa sethsmithi,yeffly1,Yellow-footed Flycatcher
Muscicapa striata,spofly1,Spotted Flycatcher
Muscicapa gambagae,gamfly1,Gambaga Flycatcher
Muscicapa aquatica,swafly3,Swamp Flycatcher
Muscicapa cassini,casfly1,Cassin's Flycatcher
Bradornis boehmi,boefly1,Böhm's Flycatcher
Bradornis ussheri,ussfly1,Ussher's Flycatcher
Bradornis fuliginosus,soofly1,Sooty Flycatcher
Bradornis comitatus,dubfly2,Dusky-blue Flycatcher
Bradornis mariquensis,marfly1,Mariqua Flycatcher
Bradornis microrhynchus,afgfly1,African Gray Flycatcher
Agricola pallidus,palfly2,Pale Flycatcher
Agricola infuscatus,chafly2,Chat Flycatcher
Fraseria cinerascens,wbffly1,White-browed Forest-Flycatcher
Fraseria ocreata,afffly1,African Forest-Flycatcher
Fraseria griseigularis,gyttif1,Gray-throated Tit-Flycatcher
Fraseria plumbea,grytif1,Gray Tit-Flycatcher
Fraseria olivascens,olifly1,Olivaceous Flycatcher
Fraseria lendu,chafly1,Chapin's Flycatcher
Fraseria tessmanni,tesfly1,Tessmann's Flycatcher
Fraseria caerulescens,ashfly1,Ashy Flycatcher
Melaenornis herero,hercha1,Herero Chat
Melaenornis semipartitus,silver1,Silverbird
Melaenornis silens,fisfly1,Fiscal Flycatcher
Melaenornis ardesiacus,yebfly2,Yellow-eyed Black-Flycatcher
Melaenornis annamarulae,nimfly1,Nimba Flycatcher
Melaenornis edolioides,nobfly1,Northern Black-Flycatcher
Melaenornis pammelaina,sobfly1,Southern Black-Flycatcher
Melaenornis fischeri,wheslf1,White-eyed Slaty-Flycatcher
Melaenornis brunneus,angslf1,Angola Slaty-Flycatcher
Melaenornis chocolatinus,abyslf1,Abyssinian Slaty-Flycatcher
Humblotia flavirostris,grcfly3,Grand Comoro Flycatcher
Alethe diademata,ficale3,White-tailed Alethe
Alethe castanea,ficale2,Fire-crested Alethe
Cercotrichas coryphoeus,kasrob2,Karoo Scrub-Robin
Cercotrichas leucosticta,fosrob1,Forest Scrub-Robin
Cercotrichas signata,brsrob1,Brown Scrub-Robin
Cercotrichas quadrivirgata,besrob1,Bearded Scrub-Robin
Cercotrichas barbata,misrob1,Miombo Scrub-Robin
Cercotrichas podobe,blsrob1,Black Scrub-Robin
Cercotrichas galactotes,rutscr1,Rufous-tailed Scrub-Robin
Cercotrichas paena,kasrob1,Kalahari Scrub-Robin
Cercotrichas hartlaubi,bbsrob1,Brown-backed Scrub-Robin
Cercotrichas leucophrys,rbsrob1,Red-backed Scrub-Robin
Copsychus fulicatus,indrob1,Indian Robin
Copsychus saularis,magrob,Oriental Magpie-Robin
Copsychus pyrropygus,rutsha2,Rufous-tailed Shama
Copsychus albospecularis,mamrob1,Madagascar Magpie-Robin
Copsychus sechellarum,semrob1,Seychelles Magpie-Robin
Copsychus mindanensis,phimar1,Philippine Magpie-Robin
Copsychus malabaricus,whrsha,White-rumped Shama
Copsychus stricklandii,whrsha2,White-crowned Shama
Copsychus albiventris,andsha1,Andaman Shama
Copsychus luzoniensis,whbsha1,White-browed Shama
Copsychus superciliaris,vissha1,Visayan Shama
Copsychus niger,whvsha1,White-vented Shama
Copsychus cebuensis,blasha1,Black Shama
Anthipes monileger,whgfly1,White-gorgeted Flycatcher
Anthipes solitaris,rubfly3,Rufous-browed Flycatcher
Sholicola major,whbsho1,Nilgiri Sholakili
Sholicola albiventris,whbsho3,White-bellied Sholakili
Cyornis concretus,whtfly2,White-tailed Flycatcher
Cyornis ruckii,rubfly1,Rück's Blue Flycatcher
Cyornis herioti,bubfly1,Blue-breasted Blue Flycatcher
Cyornis camarinensis,bubfly2,Rufous-breasted Blue Flycatcher
Cyornis hainanus,habfly1,Hainan Blue Flycatcher
Cyornis pallidipes,wbbfly1,White-bellied Blue Flycatcher
Cyornis poliogenys,pacblf1,Pale-chinned Blue Flycatcher
Cyornis unicolor,pabfly2,Pale Blue Flycatcher
Cyornis rubeculoides,butfly1,Blue-throated Flycatcher
Cyornis glaucicomans,butfly2,Chinese Blue Flycatcher
Cyornis magnirostris,larblf1,Large Blue Flycatcher
Cyornis whitei,hibfly1,Hill Blue Flycatcher
Cyornis banyumas,hibfly3,Javan Blue Flycatcher
Cyornis montanus,hibfly4,Dayak Blue Flycatcher
Cyornis kadayangensis,merjuf1,Meratus Blue Flycatcher
Cyornis caerulatus,lobblf1,Sunda Blue Flycatcher
Cyornis turcosus,mabfly1,Malaysian Blue Flycatcher
Cyornis lemprieri,pabfly1,Palawan Blue Flycatcher
Cyornis superbus,bobfly2,Bornean Blue Flycatcher
Cyornis tickelliae,tibfly3,Tickell's Blue Flycatcher
Cyornis sumatrensis,tibfly4,Indochinese Blue Flycatcher
Cyornis rufigastra,mabfly2,Mangrove Blue Flycatcher
Cyornis omissus,subfly1,Sulawesi Blue Flycatcher
Cyornis kalaoensis,subfly5,Kalao Blue Flycatcher
Cyornis brunneatus,bncjuf1,Brown-chested Jungle Flycatcher
Cyornis nicobaricus,nicjuf1,Nicobar Jungle Flycatcher
Cyornis umbratilis,gycjuf1,Gray-chested Jungle Flycatcher
Cyornis olivaceus,fucjuf1,Fulvous-chested Jungle Flycatcher
Cyornis ruficauda,chtjuf1,Chestnut-tailed Jungle Flycatcher
Cyornis pelingensis,banjuf1,Banggai Jungle Flycatcher
Cyornis colonus,suljuf1,Sula Jungle Flycatcher
Niltava grandis,larnil1,Large Niltava
Niltava macgrigoriae,smanil1,Small Niltava
Niltava davidi,fujnil1,Fujian Niltava
Niltava sundara,rubnil1,Rufous-bellied Niltava
Niltava sumatrana,ruvnil1,Rufous-vented Niltava
Niltava oatesi,vivnil2,Chinese Vivid Niltava
Niltava vivida,vivnil3,Taiwan Vivid Niltava
Cyanoptila cyanomelana,bawfly2,Blue-and-white Flycatcher
Cyanoptila cumatilis,zapfly1,Zappey's Flycatcher
Eumyias sanfordi,matfly2,Matinan Flycatcher
Eumyias hoevelli,blffly1,Blue-fronted Flycatcher
Eumyias hyacinthinus,tibfly2,Timor Blue Flycatcher
Eumyias oscillans,flojuf2,Flores Jungle Flycatcher
Eumyias stresemanni,flojuf1,Sumba Jungle Flycatcher
Eumyias sordidus,dubfly3,Dull-blue Flycatcher
Eumyias albicaudatus,nilfly2,Nilgiri Flycatcher
Eumyias indigo,indfly1,Indigo Flycatcher
Eumyias thalassinus,verfly4,Verditer Flycatcher
Eumyias additus,burjuf1,Buru Jungle Flycatcher
Eumyias panayensis,islfly1,Turquoise Flycatcher
Cossyphicula roberti,wbrcha1,White-bellied Robin-Chat
Cossypha isabellae,morcha1,Mountain Robin-Chat
Cossypha archeri,arrcha1,Archer's Robin-Chat
Cossypha anomala,ofrcha1,Olive-flanked Robin-Chat
Cossypha caffra,carcha1,Cape Robin-Chat
Cossypha humeralis,wtrcha1,White-throated Robin-Chat
Cossypha cyanocampter,bsrcha1,Blue-shouldered Robin-Chat
Cossypha semirufa,rurcha1,Rüppell's Robin-Chat
Cossypha heuglini,wbrcha2,White-browed Robin-Chat
Cossypha natalensis,rcrcha1,Red-capped Robin-Chat
Cossypha dichroa,chrcha1,Chorister Robin-Chat
Cossypha heinrichi,whrcha1,White-headed Robin-Chat
Cossypha niveicapilla,scrcha1,Snowy-crowned Robin-Chat
Cossypha albicapillus,wcrcha1,White-crowned Robin-Chat
Xenocopsychus ansorgei,anccha1,Angola Cave-Chat
Cichladusa arquata,copthr1,Collared Palm-Thrush
Cichladusa ruficauda,rtpthr1,Rufous-tailed Palm-Thrush
Cichladusa guttata,spmthr1,Spotted Morning-Thrush
Erithacus rubecula,eurrob1,European Robin
Pogonocichla stellata,whsrob1,White-starred Robin
Swynnertonia swynnertoni,swyrob1,Swynnerton's Robin
Chamaetylas poliocephala,brcale1,Brown-chested Alethe
Chamaetylas poliophrys,retale1,Red-throated Alethe
Chamaetylas choloensis,choale1,Cholo Alethe
Chamaetylas fuelleborni,whcale1,White-chested Alethe
Stiphrornis pyrrholaemus,forrob6,Olive-backed Forest Robin
Stiphrornis erythrothorax,obfrob1,Orange-breasted Forest Robin
Stiphrornis mabirae,forrob4,Yellow-breasted Forest Robin
Sheppardia polioptera,gywroc1,Gray-winged Robin-Chat
Sheppardia poensis,shtaka2,Short-tailed Akalat
Sheppardia bocagei,bocaka11,Bocage's Akalat
Sheppardia cyornithopsis,lowaka1,Lowland Akalat
Sheppardia aequatorialis,equaka1,Equatorial Akalat
Sheppardia sharpei,shaaka1,Sharpe's Akalat
Sheppardia gunningi,eacaka1,East Coast Akalat
Sheppardia gabela,gabaka1,Gabela Akalat
Sheppardia montana,usaaka1,Usambara Akalat
Sheppardia lowei,iriaka1,Iringa Akalat
Sheppardia aurantiithorax,rubaka1,Rubeho Akalat
Leonardina woodi,bagbab2,Bagobo Robin
Vauriella gularis,eyjfly1,Eyebrowed Jungle Flycatcher
Vauriella insignis,rufjuf1,Rusty-flanked Jungle Flycatcher
Vauriella albigularis,negjuf1,Negros Jungle Flycatcher
Vauriella goodfellowi,minjuf1,Mindanao Jungle Flycatcher
Heinrichia calligyna,gresho1,Great Shortwing
Brachypteryx hyperythra,rubsho1,Rusty-bellied Shortwing
Brachypteryx leucophris,lessho1,Lesser Shortwing
Brachypteryx cruralis,whbsho4,Himalayan Shortwing
Brachypteryx sinensis,whbsho5,Chinese Shortwing
Brachypteryx goodfellowi,whbsho6,Taiwan Shortwing
Brachypteryx poliogyna,whbsho7,Philippine Shortwing
Brachypteryx erythrogyna,whbsho8,Bornean Shortwing
Brachypteryx saturata,whbsho9,Sumatran Shortwing
Brachypteryx montana,whbsho10,Javan Shortwing
Brachypteryx floris,whbsho11,Flores Shortwing
Heteroxenicus stellatus,gousho1,Gould's Shortwing
Larvivora sibilans,rutrob1,Rufous-tailed Robin
Larvivora ruficeps,ruhrob1,Rufous-headed Robin
Larvivora akahige,japrob2,Japanese Robin
Larvivora tanensis,japrob3,Izu Robin
Larvivora komadori,ryurob2,Ryukyu Robin
Larvivora namiyei,ryurob3,Okinawa Robin
Larvivora brunnea,inbrob1,Indian Blue Robin
Larvivora cyane,sibrob,Siberian Blue Robin
Irania gutturalis,whtrob3,White-throated Robin
Luscinia luscinia,thrnig1,Thrush Nightingale
Luscinia megarhynchos,comnig1,Common Nightingale
Luscinia phaenicuroides,whbred1,White-bellied Redstart
Luscinia svecica,blueth,Bluethroat
Myophonus blighi,ceywht1,Sri Lanka Whistling-Thrush
Myophonus melanurus,shwthr1,Shiny Whistling-Thrush
Myophonus glaucinus,javwht1,Javan Whistling-Thrush
Myophonus castaneus,chwwht1,Sumatran Whistling-Thrush
Myophonus borneensis,borwht1,Bornean Whistling-Thrush
Myophonus robinsoni,mawthr2,Malayan Whistling-Thrush
Myophonus horsfieldii,mawthr1,Malabar Whistling-Thrush
Myophonus insularis,fowthr1,Taiwan Whistling-Thrush
Myophonus caeruleus,blwthr1,Blue Whistling-Thrush
Enicurus scouleri,litfor1,Little Forktail
Enicurus leschenaulti,whcfor1,White-crowned Forktail
Enicurus borneensis,whcfor3,Bornean Forktail
Enicurus maculatus,spofor1,Spotted Forktail
Enicurus velatus,sunfor1,Sunda Forktail
Enicurus ruficapillus,chnfor1,Chestnut-naped Forktail
Enicurus immaculatus,blbfor1,Black-backed Forktail
Enicurus schistaceus,slbfor1,Slaty-backed Forktail
Calliope pectardens,fireth1,Firethroat
Calliope obscura,btbrob1,Blackthroat
Calliope calliope,sibrub,Siberian Rubythroat
Calliope pectoralis,himrub1,Himalayan Rubythroat
Calliope tschebaiewi,chirub1,Chinese Rubythroat
Myiomela leucura,whtrob2,White-tailed Robin
Myiomela diana,sunrob1,Sunda Robin
Cinclidium frontale,blfrob1,Blue-fronted Robin
Tarsiger cyanurus,refblu,Red-flanked Bluetail
Tarsiger rufilatus,himblu1,Himalayan Bluetail
Tarsiger hyperythrus,rbbrob1,Rufous-breasted Bush-Robin
Tarsiger indicus,wbbrob1,White-browed Bush-Robin
Tarsiger chrysaeus,gobrob1,Golden Bush-Robin
Tarsiger johnstoniae,cobrob1,Collared Bush-Robin
Ficedula zanthopygia,korfly1,Yellow-rumped Flycatcher
Ficedula elisae,narfly1,Green-backed Flycatcher
Ficedula narcissina,narfly2,Narcissus Flycatcher
Ficedula owstoni,narfly3,Ryukyu Flycatcher
Ficedula mugimaki,mugfly,Mugimaki Flycatcher
Ficedula erithacus,slbfly1,Slaty-backed Flycatcher
Ficedula nigrorufa,barfly1,Black-and-orange Flycatcher
Ficedula tricolor,slbfly2,Slaty-blue Flycatcher
Ficedula hyperythra,snbfly1,Snowy-browed Flycatcher
Ficedula hodgsoni,pybfly1,Pygmy Flycatcher
Ficedula strophiata,rugfly1,Rufous-gorgeted Flycatcher
Ficedula sapphira,sapfly1,Sapphire Flycatcher
Ficedula westermanni,lipfly1,Little Pied Flycatcher
Ficedula superciliaris,ultfly1,Ultramarine Flycatcher
Ficedula ruficauda,rutfly6,Rusty-tailed Flycatcher
Ficedula albicilla,taifly1,Taiga Flycatcher
Ficedula subrubra,kasfly1,Kashmir Flycatcher
Ficedula parva,rebfly,Red-breasted Flycatcher
Ficedula semitorquata,semfly1,Semicollared Flycatcher
Ficedula hypoleuca,eupfly1,European Pied Flycatcher
Ficedula speculigera,atlfly1,Atlas Flycatcher
Ficedula albicollis,colfly1,Collared Flycatcher
Ficedula riedeli,rucfly3,Tanimbar Flycatcher
Ficedula dumetoria,rucfly1,Rufous-chested Flycatcher
Ficedula platenae,palfly1,Palawan Flycatcher
Ficedula disposita,furfly1,Furtive Flycatcher
Ficedula rufigula,rutfly5,Rufous-throated Flycatcher
Ficedula henrici,damfly1,Damar Flycatcher
Ficedula buruensis,cicfly1,Cinnamon-chested Flycatcher
Ficedula bonthaina,lomfly1,Lompobattang Flycatcher
Ficedula harterti,sumfly1,Sumba Flycatcher
Ficedula timorensis,blbfly2,Black-banded Flycatcher
Ficedula basilanica,lisfly1,Little Slaty Flycatcher
Ficedula crypta,rutfly7,Cryptic Flycatcher
Ficedula luzoniensis,bunfly1,Bundok Flycatcher
Phoenicurus frontalis,blfred1,Blue-fronted Redstart
Phoenicurus fuliginosus,plured1,Plumbeous Redstart
Phoenicurus bicolor,luzred1,Luzon Redstart
Phoenicurus erythronotus,rubred2,Rufous-backed Redstart
Phoenicurus leucocephalus,whcred1,White-capped Redstart
Phoenicurus alaschanicus,alsred1,Ala Shan Redstart
Phoenicurus coeruleocephala,bucred1,Blue-capped Redstart
Phoenicurus moussieri,moured1,Moussier's Redstart
Phoenicurus phoenicurus,comred2,Common Redstart
Phoenicurus hodgsoni,hodred1,Hodgson's Redstart
Phoenicurus schisticeps,whtred1,White-throated Redstart
Phoenicurus erythrogastrus,whwred2,White-winged Redstart
Phoenicurus ochruros,blared1,Black Redstart
Phoenicurus auroreus,daured1,Daurian Redstart
Monticola rufocinereus,lirthr1,Little Rock-Thrush
Monticola rufiventris,cbrthr1,Chestnut-bellied Rock-Thrush
Monticola gularis,wtrthr1,White-throated Rock-Thrush
Monticola cinclorhyncha,bcrthr1,Blue-capped Rock-Thrush
Monticola brevipes,strthr1,Short-toed Rock-Thrush
Monticola explorator,serthr1,Sentinel Rock-Thrush
Monticola imerina,litrot1,Littoral Rock-Thrush
Monticola erythronotus,ammrot1,Amber Mountain Rock-Thrush
Monticola sharpei,forrot2,Forest Rock-Thrush
Monticola saxatilis,rtrthr1,Rufous-tailed Rock-Thrush
Monticola solitarius,burthr,Blue Rock-Thrush
Monticola angolensis,mirthr1,Miombo Rock-Thrush
Monticola rupestris,carthr1,Cape Rock-Thrush
Saxicola rubetra,whinch1,Whinchat
Saxicola macrorhynchus,whbbus4,White-browed Bushchat
Saxicola insignis,whtbus1,White-throated Bushchat
Saxicola dacotiae,caisto1,Fuerteventura Stonechat
Saxicola rubicola,stonec4,European Stonechat
Saxicola maurus,sibsto1,Siberian Stonechat
Saxicola stejnegeri,stonec7,Amur Stonechat
Saxicola torquatus,afrsto1,African Stonechat
Saxicola tectes,reusto1,Reunion Stonechat
Saxicola leucurus,whtsto2,White-tailed Stonechat
Saxicola caprata,piebus1,Pied Bushchat
Saxicola jerdoni,jerbus1,Jerdon's Bushchat
Saxicola ferreus,grybus1,Gray Bushchat
Saxicola gutturalis,timbus1,Timor Bushchat
Campicoloides bifasciatus,busbus1,Buff-streaked Chat
Emarginata sinuata,siccha1,Sickle-winged Chat
Emarginata schlegelii,karcha1,Karoo Chat
Emarginata tractrac,tracha1,Tractrac Chat
Pinarochroa sordida,moocha1,Moorland Chat
Thamnolaea cinnamomeiventris,moccha1,Mocking Cliff-Chat
Thamnolaea semirufa,wwccha1,White-winged Cliff-Chat
Myrmecocichla nigra,soocha1,Sooty Chat
Myrmecocichla aethiops,noacha1,Northern Anteater-Chat
Myrmecocichla formicivora,soacha1,Southern Anteater-Chat
Myrmecocichla tholloni,conmoo1,Congo Moor Chat
Myrmecocichla monticola,mouwhe1,Mountain Wheatear
Myrmecocichla melaena,ruecha1,Rüppell's Chat
Myrmecocichla arnotti,whbcha2,Arnot's Chat
Oenanthe oenanthe,norwhe,Northern Wheatear
Oenanthe seebohmi,norwhe3,Atlas Wheatear
Oenanthe pileata,capwhe1,Capped Wheatear
Oenanthe bottae,rebwhe2,Buff-breasted Wheatear
Oenanthe frenata,rebwhe3,Rusty-breasted Wheatear
Oenanthe isabellina,isawhe1,Isabelline Wheatear
Oenanthe heuglini,heuwhe1,Heuglin's Wheatear
Oenanthe monacha,hoowhe1,Hooded Wheatear
Oenanthe deserti,deswhe1,Desert Wheatear
Oenanthe hispanica,bkewhe1,Western Black-eared Wheatear
Oenanthe cypriaca,cypwhe1,Cyprus Wheatear
Oenanthe melanoleuca,bkewhe2,Eastern Black-eared Wheatear
Oenanthe pleschanka,piewhe1,Pied Wheatear
Oenanthe albifrons,wfbcha1,White-fronted Black-Chat
Oenanthe phillipsi,somwhe1,Somali Wheatear
Oenanthe moesta,rerwhe1,Red-rumped Wheatear
Oenanthe melanura,blacks1,Blackstart
Oenanthe familiaris,famcha1,Familiar Chat
Oenanthe dubia,somcha1,Sombre Rock Chat
Oenanthe scotocerca,brtcha1,Brown-tailed Chat
Oenanthe fusca,indcha1,Brown Rock Chat
Oenanthe picata,varwhe1,Variable Wheatear
Oenanthe leucura,blawhe1,Black Wheatear
Oenanthe albonigra,humwhe2,Hume's Wheatear
Oenanthe leucopyga,whtwhe1,White-crowned Wheatear
Oenanthe lugentoides,mouwhe5,Arabian Wheatear
Oenanthe lugubris,mouwhe4,Abyssinian Wheatear
Oenanthe finschii,finwhe1,Finsch's Wheatear
Oenanthe lugens,mouwhe2,Mourning Wheatear
Oenanthe xanthoprymna,retwhe3,Kurdish Wheatear
Oenanthe chrysopygia,retwhe2,Persian Wheatear
Pinarornis plumosus,boucha1,Boulder Chat
Bombycilla garrulus,bohwax,Bohemian Waxwing
Bombycilla cedrorum,cedwax,Cedar Waxwing
Bombycilla japonica,japwax1,Japanese Waxwing
Moho braccatus,kauoo,Kauai Oo
